hosp,type,province
36,suspected,South Khorasan
35,suspected,South Khorasan
33,suspected,South Khorasan
34,suspected,South Khorasan
32,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
32,suspected,South Khorasan
33,suspected,South Khorasan
32,suspected,South Khorasan
31,suspected,South Khorasan
30,suspected,South Khorasan
30,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
28,suspected,South Khorasan
27,suspected,South Khorasan
27,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
25,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
28,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
33,suspected,South Khorasan
33,suspected,South Khorasan
32,suspected,South Khorasan
33,suspected,South Khorasan
32,suspected,South Khorasan
29,suspected,South Khorasan
30,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
30,suspected,South Khorasan
29,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
31,suspected,South Khorasan
32,suspected,South Khorasan
34,suspected,South Khorasan
35,suspected,South Khorasan
35,suspected,South Khorasan
38,suspected,South Khorasan
38,suspected,South Khorasan
34,suspected,South Khorasan
32,suspected,South Khorasan
31,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
29,suspected,South Khorasan
28,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
30,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
30,suspected,South Khorasan
32,suspected,South Khorasan
32,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
28,suspected,South Khorasan
28,suspected,South Khorasan
29,suspected,South Khorasan
28,suspected,South Khorasan
27,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
31,suspected,South Khorasan
30,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
28,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
26,suspected,South Khorasan
25,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
26,suspected,South Khorasan
28,suspected,South Khorasan
28,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
27,suspected,South Khorasan
31,suspected,South Khorasan
33,suspected,South Khorasan
33,suspected,South Khorasan
35,suspected,South Khorasan
38,suspected,South Khorasan
39,suspected,South Khorasan
43,suspected,South Khorasan
48,suspected,South Khorasan
52,suspected,South Khorasan
55,suspected,South Khorasan
55,suspected,South Khorasan
57,suspected,South Khorasan
61,suspected,South Khorasan
63,suspected,South Khorasan
65,suspected,South Khorasan
65,suspected,South Khorasan
67,suspected,South Khorasan
67,suspected,South Khorasan
68,suspected,South Khorasan
67,suspected,South Khorasan
67,suspected,South Khorasan
63,suspected,South Khorasan
65,suspected,South Khorasan
63,suspected,South Khorasan
64,suspected,South Khorasan
67,suspected,South Khorasan
71,suspected,South Khorasan
70,suspected,South Khorasan
74,suspected,South Khorasan
71,suspected,South Khorasan
69,suspected,South Khorasan
72,suspected,South Khorasan
69,suspected,South Khorasan
68,suspected,South Khorasan
68,suspected,South Khorasan
64,suspected,South Khorasan
64,suspected,South Khorasan
63,suspected,South Khorasan
57,suspected,South Khorasan
57,suspected,South Khorasan
52,suspected,South Khorasan
49,suspected,South Khorasan
48,suspected,South Khorasan
48,suspected,South Khorasan
48,suspected,South Khorasan
48,suspected,South Khorasan
45,suspected,South Khorasan
44,suspected,South Khorasan
44,suspected,South Khorasan
41,suspected,South Khorasan
40,suspected,South Khorasan
41,suspected,South Khorasan
42,suspected,South Khorasan
44,suspected,South Khorasan
46,suspected,South Khorasan
45,suspected,South Khorasan
47,suspected,South Khorasan
48,suspected,South Khorasan
48,suspected,South Khorasan
47,suspected,South Khorasan
48,suspected,South Khorasan
49,suspected,South Khorasan
49,suspected,South Khorasan
48,suspected,South Khorasan
48,suspected,South Khorasan
45,suspected,South Khorasan
44,suspected,South Khorasan
45,suspected,South Khorasan
41,suspected,South Khorasan
42,suspected,South Khorasan
39,suspected,South Khorasan
37,suspected,South Khorasan
41,suspected,South Khorasan
42,suspected,South Khorasan
40,suspected,South Khorasan
43,suspected,South Khorasan
42,suspected,South Khorasan
46,suspected,South Khorasan
48,suspected,South Khorasan
47,suspected,South Khorasan
46,suspected,South Khorasan
46,suspected,South Khorasan
43,suspected,South Khorasan
43,suspected,South Khorasan
43,suspected,South Khorasan
43,suspected,South Khorasan
42,suspected,South Khorasan
41,suspected,South Khorasan
39,suspected,South Khorasan
41,suspected,South Khorasan
42,suspected,South Khorasan
42,suspected,South Khorasan
41,suspected,South Khorasan
40,suspected,South Khorasan
40,suspected,South Khorasan
43,suspected,South Khorasan
42,suspected,South Khorasan
42,suspected,South Khorasan
42,suspected,South Khorasan
42,suspected,South Khorasan
43,suspected,South Khorasan
45,suspected,South Khorasan
47,suspected,South Khorasan
48,suspected,South Khorasan
50,suspected,South Khorasan
51,suspected,South Khorasan
56,suspected,South Khorasan
57,suspected,South Khorasan
60,suspected,South Khorasan
60,suspected,South Khorasan
63,suspected,South Khorasan
65,suspected,South Khorasan
69,suspected,South Khorasan
70,suspected,South Khorasan
74,suspected,South Khorasan
74,suspected,South Khorasan
74,suspected,South Khorasan
74,suspected,South Khorasan
73,suspected,South Khorasan
71,suspected,South Khorasan
69,suspected,South Khorasan
71,suspected,South Khorasan
72,suspected,South Khorasan
77,suspected,South Khorasan
76,suspected,South Khorasan
78,suspected,South Khorasan
82,suspected,South Khorasan
86,suspected,South Khorasan
83,suspected,South Khorasan
84,suspected,South Khorasan
86,suspected,South Khorasan
89,suspected,South Khorasan
91,suspected,South Khorasan
96,suspected,South Khorasan
103,suspected,South Khorasan
112,suspected,South Khorasan
116,suspected,South Khorasan
118,suspected,South Khorasan
120,suspected,South Khorasan
121,suspected,South Khorasan
123,suspected,South Khorasan
122,suspected,South Khorasan
122,suspected,South Khorasan
127,suspected,South Khorasan
123,suspected,South Khorasan
120,suspected,South Khorasan
126,suspected,South Khorasan
126,suspected,South Khorasan
124,suspected,South Khorasan
119,suspected,South Khorasan
116,suspected,South Khorasan
121,suspected,South Khorasan
124,suspected,South Khorasan
117,suspected,South Khorasan
114,suspected,South Khorasan
115,suspected,South Khorasan
118,suspected,South Khorasan
118,suspected,South Khorasan
117,suspected,South Khorasan
115,suspected,South Khorasan
114,suspected,South Khorasan
109,suspected,South Khorasan
103,suspected,South Khorasan
96,suspected,South Khorasan
89,suspected,South Khorasan
82,suspected,South Khorasan
78,suspected,South Khorasan
76,suspected,South Khorasan
73,suspected,South Khorasan
70,suspected,South Khorasan
69,suspected,South Khorasan
68,suspected,South Khorasan
64,suspected,South Khorasan
1,confirmed,Razavi Khorasan
2,confirmed,Razavi Khorasan
4,confirmed,Razavi Khorasan
6,confirmed,Razavi Khorasan
8,confirmed,Razavi Khorasan
10,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
19,confirmed,Razavi Khorasan
24,confirmed,Razavi Khorasan
29,confirmed,Razavi Khorasan
32,confirmed,Razavi Khorasan
40,confirmed,Razavi Khorasan
43,confirmed,Razavi Khorasan
45,confirmed,Razavi Khorasan
46,confirmed,Razavi Khorasan
45,confirmed,Razavi Khorasan
43,confirmed,Razavi Khorasan
42,confirmed,Razavi Khorasan
36,confirmed,Razavi Khorasan
36,confirmed,Razavi Khorasan
34,confirmed,Razavi Khorasan
34,confirmed,Razavi Khorasan
34,confirmed,Razavi Khorasan
32,confirmed,Razavi Khorasan
33,confirmed,Razavi Khorasan
33,confirmed,Razavi Khorasan
31,confirmed,Razavi Khorasan
28,confirmed,Razavi Khorasan
26,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
24,confirmed,Razavi Khorasan
23,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
26,confirmed,Razavi Khorasan
28,confirmed,Razavi Khorasan
31,confirmed,Razavi Khorasan
31,confirmed,Razavi Khorasan
31,confirmed,Razavi Khorasan
30,confirmed,Razavi Khorasan
31,confirmed,Razavi Khorasan
32,confirmed,Razavi Khorasan
31,confirmed,Razavi Khorasan
28,confirmed,Razavi Khorasan
29,confirmed,Razavi Khorasan
27,confirmed,Razavi Khorasan
27,confirmed,Razavi Khorasan
28,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
24,confirmed,Razavi Khorasan
25,confirmed,Razavi Khorasan
23,confirmed,Razavi Khorasan
20,confirmed,Razavi Khorasan
19,confirmed,Razavi Khorasan
17,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
17,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
14,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
15,confirmed,Razavi Khorasan
14,confirmed,Razavi Khorasan
13,confirmed,Razavi Khorasan
12,confirmed,Razavi Khorasan
13,confirmed,Razavi Khorasan
12,confirmed,Razavi Khorasan
10,confirmed,Razavi Khorasan
10,confirmed,Razavi Khorasan
10,confirmed,Razavi Khorasan
9,confirmed,Razavi Khorasan
10,confirmed,Razavi Khorasan
8,confirmed,Razavi Khorasan
9,confirmed,Razavi Khorasan
9,confirmed,Razavi Khorasan
10,confirmed,Razavi Khorasan
12,confirmed,Razavi Khorasan
12,confirmed,Razavi Khorasan
14,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
16,confirmed,Razavi Khorasan
17,confirmed,Razavi Khorasan
19,confirmed,Razavi Khorasan
21,confirmed,Razavi Khorasan
23,confirmed,Razavi Khorasan
26,confirmed,Razavi Khorasan
26,confirmed,Razavi Khorasan
31,confirmed,Razavi Khorasan
32,confirmed,Razavi Khorasan
33,confirmed,Razavi Khorasan
34,confirmed,Razavi Khorasan
35,confirmed,Razavi Khorasan
34,confirmed,Razavi Khorasan
37,confirmed,Razavi Khorasan
39,confirmed,Razavi Khorasan
40,confirmed,Razavi Khorasan
42,confirmed,Razavi Khorasan
43,confirmed,Razavi Khorasan
44,confirmed,Razavi Khorasan
47,confirmed,Razavi Khorasan
50,confirmed,Razavi Khorasan
54,confirmed,Razavi Khorasan
58,confirmed,Razavi Khorasan
62,confirmed,Razavi Khorasan
63,confirmed,Razavi Khorasan
63,confirmed,Razavi Khorasan
66,confirmed,Razavi Khorasan
66,confirmed,Razavi Khorasan
68,confirmed,Razavi Khorasan
67,confirmed,Razavi Khorasan
70,confirmed,Razavi Khorasan
79,confirmed,Razavi Khorasan
83,confirmed,Razavi Khorasan
91,confirmed,Razavi Khorasan
98,confirmed,Razavi Khorasan
105,confirmed,Razavi Khorasan
109,confirmed,Razavi Khorasan
114,confirmed,Razavi Khorasan
121,confirmed,Razavi Khorasan
130,confirmed,Razavi Khorasan
132,confirmed,Razavi Khorasan
138,confirmed,Razavi Khorasan
143,confirmed,Razavi Khorasan
152,confirmed,Razavi Khorasan
156,confirmed,Razavi Khorasan
155,confirmed,Razavi Khorasan
162,confirmed,Razavi Khorasan
165,confirmed,Razavi Khorasan
162,confirmed,Razavi Khorasan
164,confirmed,Razavi Khorasan
162,confirmed,Razavi Khorasan
159,confirmed,Razavi Khorasan
158,confirmed,Razavi Khorasan
146,confirmed,Razavi Khorasan
142,confirmed,Razavi Khorasan
137,confirmed,Razavi Khorasan
126,confirmed,Razavi Khorasan
117,confirmed,Razavi Khorasan
111,confirmed,Razavi Khorasan
105,confirmed,Razavi Khorasan
96,confirmed,Razavi Khorasan
93,confirmed,Razavi Khorasan
90,confirmed,Razavi Khorasan
87,confirmed,Razavi Khorasan
87,confirmed,Razavi Khorasan
85,confirmed,Razavi Khorasan
77,confirmed,Razavi Khorasan
75,confirmed,Razavi Khorasan
76,confirmed,Razavi Khorasan
76,confirmed,Razavi Khorasan
71,confirmed,Razavi Khorasan
67,confirmed,Razavi Khorasan
68,confirmed,Razavi Khorasan
64,confirmed,Razavi Khorasan
57,confirmed,Razavi Khorasan
54,confirmed,Razavi Khorasan
49,confirmed,Razavi Khorasan
49,confirmed,Razavi Khorasan
51,confirmed,Razavi Khorasan
50,confirmed,Razavi Khorasan
51,confirmed,Razavi Khorasan
53,confirmed,Razavi Khorasan
53,confirmed,Razavi Khorasan
51,confirmed,Razavi Khorasan
50,confirmed,Razavi Khorasan
47,confirmed,Razavi Khorasan
44,confirmed,Razavi Khorasan
40,confirmed,Razavi Khorasan
39,confirmed,Razavi Khorasan
35,confirmed,Razavi Khorasan
36,confirmed,Razavi Khorasan
35,confirmed,Razavi Khorasan
37,confirmed,Razavi Khorasan
39,confirmed,Razavi Khorasan
38,confirmed,Razavi Khorasan
39,confirmed,Razavi Khorasan
40,confirmed,Razavi Khorasan
42,confirmed,Razavi Khorasan
41,confirmed,Razavi Khorasan
43,confirmed,Razavi Khorasan
45,confirmed,Razavi Khorasan
47,confirmed,Razavi Khorasan
50,confirmed,Razavi Khorasan
52,confirmed,Razavi Khorasan
54,confirmed,Razavi Khorasan
56,confirmed,Razavi Khorasan
55,confirmed,Razavi Khorasan
57,confirmed,Razavi Khorasan
57,confirmed,Razavi Khorasan
60,confirmed,Razavi Khorasan
62,confirmed,Razavi Khorasan
60,confirmed,Razavi Khorasan
61,confirmed,Razavi Khorasan
60,confirmed,Razavi Khorasan
62,confirmed,Razavi Khorasan
61,confirmed,Razavi Khorasan
60,confirmed,Razavi Khorasan
64,confirmed,Razavi Khorasan
68,confirmed,Razavi Khorasan
72,confirmed,Razavi Khorasan
78,confirmed,Razavi Khorasan
86,confirmed,Razavi Khorasan
91,confirmed,Razavi Khorasan
98,confirmed,Razavi Khorasan
96,confirmed,Razavi Khorasan
96,confirmed,Razavi Khorasan
103,confirmed,Razavi Khorasan
107,confirmed,Razavi Khorasan
110,confirmed,Razavi Khorasan
118,confirmed,Razavi Khorasan
125,confirmed,Razavi Khorasan
135,confirmed,Razavi Khorasan
145,confirmed,Razavi Khorasan
144,confirmed,Razavi Khorasan
154,confirmed,Razavi Khorasan
161,confirmed,Razavi Khorasan
166,confirmed,Razavi Khorasan
170,confirmed,Razavi Khorasan
176,confirmed,Razavi Khorasan
175,confirmed,Razavi Khorasan
188,confirmed,Razavi Khorasan
188,confirmed,Razavi Khorasan
188,confirmed,Razavi Khorasan
194,confirmed,Razavi Khorasan
198,confirmed,Razavi Khorasan
200,confirmed,Razavi Khorasan
207,confirmed,Razavi Khorasan
210,confirmed,Razavi Khorasan
217,confirmed,Razavi Khorasan
221,confirmed,Razavi Khorasan
220,confirmed,Razavi Khorasan
226,confirmed,Razavi Khorasan
228,confirmed,Razavi Khorasan
230,confirmed,Razavi Khorasan
233,confirmed,Razavi Khorasan
232,confirmed,Razavi Khorasan
232,confirmed,Razavi Khorasan
235,confirmed,Razavi Khorasan
230,confirmed,Razavi Khorasan
228,confirmed,Razavi Khorasan
225,confirmed,Razavi Khorasan
218,confirmed,Razavi Khorasan
215,confirmed,Razavi Khorasan
212,confirmed,Razavi Khorasan
210,confirmed,Razavi Khorasan
201,confirmed,Razavi Khorasan
194,confirmed,Razavi Khorasan
188,confirmed,Razavi Khorasan
182,confirmed,Razavi Khorasan
173,confirmed,Razavi Khorasan
165,confirmed,Razavi Khorasan
155,confirmed,Razavi Khorasan
149,confirmed,Razavi Khorasan
146,confirmed,Razavi Khorasan
141,confirmed,Razavi Khorasan
134,confirmed,Razavi Khorasan
132,confirmed,Razavi Khorasan
124,confirmed,Razavi Khorasan
119,confirmed,Razavi Khorasan
117,confirmed,Razavi Khorasan
109,confirmed,Razavi Khorasan
107,confirmed,Razavi Khorasan
99,confirmed,Razavi Khorasan
91,confirmed,Razavi Khorasan
87,confirmed,Razavi Khorasan
